Ident;OrdTerm;FoundIn;IcdResult;Term;FilterIn;FilterOut;TermCodif;TermNoBlank
11135;Term1;AplicaStandard0;;EMBARAZO A TERMINO CESAREA UTERINA PREVIA1 TAQUICARDIA FETAL;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3577;3761
11135;Term1;ResultStandard0;;EMBARAZO A TERMINO CESAREA UTERINA PREVIA1 TAQUICARDIA FETAL;NA;NA;3577;3761
11135;Term1;AplicaStandard1;;EMBARAZO TERMINO CESAREA UTERINA PREVIA1 TAQUICARDIA FETAL;\b\sA\s\b; ;3577;3761
11135;Term1;ResultStandard1;;EMBARAZO TERMINO CESAREA UTERINA PREVIA1 TAQUICARDIA FETAL;NA;NA;3577;3761
11135;Term1;AplicaStandard2;;CESAREA UTERINA PREVIA1 TAQUICARDIA FETAL;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3577;3761
11135;Term1;ResultStandard2;;CESAREA UTERINA PREVIA1 TAQUICARDIA FETAL;NA;NA;3577;3761
11111;Term1;Diccionario;;EMBARAZO A TERMINO CESAREA UTERINA PREVIA1OLIGOHIDRAMNIOS MODERADO;NA;NA;3577;3762
11111;Term1;AplicaStandard0;;EMBARAZO A TERMINO CESAREA UTERINA PREVIA1OLIGOHIDRAMNIOS MODERADO;\b(CE[SZ]A?R[EI]A(DA)?)\b;CESAREA;3577;3762
11111;Term1;AplicaStandard0;;EMBARAZO A TERMINO CESAREA UTERINA PREVIA1OLIGOHIDRAMNIOS MODERADO;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3577;3762
11111;Term1;ResultStandard0;;EMBARAZO A TERMINO CESAREA UTERINA PREVIA1OLIGOHIDRAMNIOS MODERADO;NA;NA;3577;3762
11111;Term1;AplicaStandard1;;EMBARAZO TERMINO CESAREA UTERINA PREVIA1OLIGOHIDRAMNIOS MODERADO;\b\sA\s\b; ;3577;3762
11111;Term1;AplicaStandard1;;EMBARAZO TERMINO CESAREA UTERINA PREVIA1OLIGOHIDRAMNIOS;\bRECIENTE|RESISTENTE|RECUR?RENTE|FULMINANTE|GLOBAL|PUNTO PARTIDA|NO (EFECTIVA|CONFIRMAD[OA]S?)|(DES)?COMPENSAD[OA]S?|(COMPLICAD|MODERAD)[OA]S?|RES(UELT[AO]S?|OLU[SC]ION)\b;;3577;3762
11111;Term1;ResultStandard1;;EMBARAZO TERMINO CESAREA UTERINA PREVIA1OLIGOHIDRAMNIOS;NA;NA;3577;3762
11111;Term1;AplicaStandard2;;CESAREA UTERINA PREVIA1OLIGOHIDRAMNIOS;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3577;3762
11111;Term1;ResultStandard2;;CESAREA UTERINA PREVIA1OLIGOHIDRAMNIOS;NA;NA;3577;3762
11120;Term1;Diccionario;;EMBARAZO A TERMINO CESAREA UTERINA PREVIA2 SALPINGESTOCMIA;NA;NA;3577;3763
11120;Term1;AplicaStandard0;;EMBARAZO A TERMINO CESAREA UTERINA PREVIA2 SALPINGESTOCMIA;\b(CE[SZ]A?R[EI]A(DA)?)\b;CESAREA;3577;3763
11120;Term1;AplicaStandard0;;EMBARAZO A TERMINO CESAREA UTERINA PREVIA2 SALPINGESTOCMIA;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3577;3763
11120;Term1;ResultStandard0;;EMBARAZO A TERMINO CESAREA UTERINA PREVIA2 SALPINGESTOCMIA;NA;NA;3577;3763
11120;Term1;AplicaStandard1;;EMBARAZO TERMINO CESAREA UTERINA PREVIA2 SALPINGESTOCMIA;\b\sA\s\b; ;3577;3763
11120;Term1;ResultStandard1;;EMBARAZO TERMINO CESAREA UTERINA PREVIA2 SALPINGESTOCMIA;NA;NA;3577;3763
11120;Term1;AplicaStandard2;;EMBARAZO TERMINO CESAREA UTERINA PREVIAALPINGESTOCMIA;\s?(DE)?\s?[0-9]?[0-9]\s?S(EM(ANA)?S?)?\s?(DE)?\s?G?(EST(ACION)?)?\s?;;3577;3763
11120;Term1;AplicaStandard2;;CESAREA UTERINA PREVIAALPINGESTOCMIA;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3577;3763
11120;Term1;ResultStandard2;;CESAREA UTERINA PREVIAALPINGESTOCMIA;NA;NA;3577;3763
11136;Term1;Diccionario;;EMBARAZO A TERMINO CESAREA UTERINAPREVIA1 PLACENTA PREVIA;NA;NA;3577;3764
11136;Term1;AplicaStandard0;;EMBARAZO A TERMINO CESAREA UTERINAPREVIA1 PLACENTA PREVIA;\b(CE[SZ]A?R[EI]A(DA)?)\b;CESAREA;3577;3764
11136;Term1;AplicaStandard0;;EMBARAZO A TERMINO CESAREA UTERINAPREVIA1 PLACENTA PREVIA;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3577;3764
11136;Term1;AplicaStandard0;;EMBARAZO A TERMINO CESAREA UTERINAPREVIA1 PLACENTA PREVIA;\b(PLAN?CENTA)\b;PLACENTA;3577;3764
11136;Term1;ResultStandard0;;EMBARAZO A TERMINO CESAREA UTERINAPREVIA1 PLACENTA PREVIA;NA;NA;3577;3764
11136;Term1;AplicaStandard1;;EMBARAZO TERMINO CESAREA UTERINAPREVIA1 PLACENTA PREVIA;\b\sA\s\b; ;3577;3764
11136;Term1;ResultStandard1;;EMBARAZO TERMINO CESAREA UTERINAPREVIA1 PLACENTA PREVIA;NA;NA;3577;3764
11136;Term1;AplicaStandard2;;CESAREA UTERINAPREVIA1 PLACENTA PREVIA;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3577;3764
11136;Term1;ResultStandard2;;CESAREA UTERINAPREVIA1 PLACENTA PREVIA;NA;NA;3577;3764
11109;Term1;Diccionario;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA;NA;NA;3577;3765
11109;Term1;AplicaStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3577;3765
11109;Term1;AplicaStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA;\bDES?P(RO|OR)P(OR|I)[CS]ION\b;DESPROPORCION;3577;3765
11109;Term1;ResultStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA;NA;NA;3577;3765
11109;Term1;AplicaStandard1;;EMBARAZO TERMINO DESPROPORCION CEFALO PELVICA;\b\sA\s\b; ;3577;3765
11109;Term1;ResultStandard1;;EMBARAZO TERMINO DESPROPORCION CEFALO PELVICA;NA;NA;3577;3765
11109;Term1;AplicaStandard2;;DESPROPORCION CEFALO PELVICA;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3577;3765
11109;Term1;ResultStandard2;;DESPROPORCION CEFALO PELVICA;NA;NA;3577;3765
11119;Term1;Duplicado;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA;NA;NA;3577;3766
11156;Term1;Duplicado;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA;NA;NA;3577;3767
11138;Term1;Diccionario;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA ANEMIA;NA;NA;3577;3768
11138;Term1;AplicaStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA ANEMIA;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3577;3768
11138;Term1;AplicaStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA ANEMIA;\bDES?P(RO|OR)P(OR|I)[CS]ION\b;DESPROPORCION;3577;3768
11138;Term1;ResultStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA ANEMIA;NA;NA;3577;3768
11138;Term1;AplicaStandard1;;EMBARAZO TERMINO DESPROPORCION CEFALO PELVICA ANEMIA;\b\sA\s\b; ;3577;3768
11138;Term1;ResultStandard1;;EMBARAZO TERMINO DESPROPORCION CEFALO PELVICA ANEMIA;NA;NA;3577;3768
11138;Term1;AplicaStandard2;;DESPROPORCION CEFALO PELVICA ANEMIA;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3577;3768
11138;Term1;ResultStandard2;;DESPROPORCION CEFALO PELVICA ANEMIA;NA;NA;3577;3768
11124;Term1;Diccionario;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS MODERADO;NA;NA;3577;3769
11124;Term1;AplicaStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS MODERADO;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3577;3769
11124;Term1;AplicaStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS MODERADO;\bA?OLIGO(HI[DF]R)?AMNIOS\b;OLIGOHIDRAMNIOS;3577;3769
11124;Term1;AplicaStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS MODERADO;\bOLIGOH?IDRAMN?IO?S\b;OLIGOHIDRAMNIOS;3577;3769
11124;Term1;AplicaStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS MODERADO;\bOLIGO(HIDR)?A(MN|M|N)IOS?\b;OLIGOHIDRAMNIOS;3577;3769
11124;Term1;AplicaStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS MODERADO;\bDES?P(RO|OR)P(OR|I)[CS]ION\b;DESPROPORCION;3577;3769
11124;Term1;ResultStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS MODERADO;NA;NA;3577;3769
11124;Term1;AplicaStandard1;;EMBARAZO TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS MODERADO;\b\sA\s\b; ;3577;3769
11124;Term1;AplicaStandard1;;EMBARAZO TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS;\bRECIENTE|RESISTENTE|RECUR?RENTE|FULMINANTE|GLOBAL|PUNTO PARTIDA|NO (EFECTIVA|CONFIRMAD[OA]S?)|(DES)?COMPENSAD[OA]S?|(COMPLICAD|MODERAD)[OA]S?|RES(UELT[AO]S?|OLU[SC]ION)\b;;3577;3769
11124;Term1;ResultStandard1;;EMBARAZO TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS;NA;NA;3577;3769
11124;Term1;AplicaStandard2;;DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3577;3769
11124;Term1;ResultStandard2;;DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS;NA;NA;3577;3769
11115;Term1;Diccionario;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS SEVERO;NA;NA;3577;3770
11115;Term1;AplicaStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS SEVERO;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3577;3770
11115;Term1;AplicaStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS SEVERO;\bA?OLIGO(HI[DF]R)?AMNIOS\b;OLIGOHIDRAMNIOS;3577;3770
11115;Term1;AplicaStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS SEVERO;\bOLIGOH?IDRAMN?IO?S\b;OLIGOHIDRAMNIOS;3577;3770
11115;Term1;AplicaStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS SEVERO;\bOLIGO(HIDR)?A(MN|M|N)IOS?\b;OLIGOHIDRAMNIOS;3577;3770
11115;Term1;AplicaStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS SEVERO;\bDES?P(RO|OR)P(OR|I)[CS]ION\b;DESPROPORCION;3577;3770
11115;Term1;ResultStandard0;;EMBARAZO A TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS SEVERO;NA;NA;3577;3770
11115;Term1;AplicaStandard1;;EMBARAZO TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS SEVERO;\b\sA\s\b; ;3577;3770
11115;Term1;ResultStandard1;;EMBARAZO TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS SEVERO;NA;NA;3577;3770
11115;Term1;AplicaStandard2;;EMBARAZO TERMINO DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS;\b([SC]EVER)[AO]S?\b;;3577;3770
11115;Term1;AplicaStandard2;;DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3577;3770
11115;Term1;ResultStandard2;;DESPROPORCION CEFALO PELVICA OLIGOHIDRAMNIOS;NA;NA;3577;3770
11133;Term1;Diccionario;;EMBARAZO A TERMINO DISTOCIA FONICULAR;NA;NA;3577;3771
11133;Term1;AplicaStandard0;;EMBARAZO A TERMINO DISTOCIA FONICULAR;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3577;3771
11133;Term1;ResultStandard0;;EMBARAZO A TERMINO DISTOCIA FONICULAR;NA;NA;3577;3771
11133;Term1;AplicaStandard1;;EMBARAZO TERMINO DISTOCIA FONICULAR;\b\sA\s\b; ;3577;3771
11133;Term1;ResultStandard1;;EMBARAZO TERMINO DISTOCIA FONICULAR;NA;NA;3577;3771
11133;Term1;AplicaStandard2;;DISTOCIA FONICULAR;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3577;3771
11133;Term1;ResultStandard2;;DISTOCIA FONICULAR;NA;NA;3577;3771
9538;Term1;Diccionario;;EMBARAZO A TERMINO LABOR DE PARTO PARTO NORMAL;NA;NA;3577;3772
9538;Term1;AplicaStandard0;;EMBARAZO A TERMINO LABOR DE PARTO PARTO NORMAL;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3577;3772
9538;Term1;ResultStandard0;;EMBARAZO A TERMINO LABOR DE PARTO PARTO NORMAL;NA;NA;3577;3772
9538;Term1;AplicaStandard1;;EMBARAZO A TERMINO LABOR PARTO PARTO NORMAL;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;3577;3772
9538;Term1;AplicaStandard1;;EMBARAZO TERMINO LABOR PARTO PARTO NORMAL;\b\sA\s\b; ;3577;3772
9538;Term1;ResultStandard1;;EMBARAZO TERMINO LABOR PARTO PARTO NORMAL;NA;NA;3577;3772
9538;Term1;AplicaStandard2;;LABOR PARTO PARTO NORMAL;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3577;3772
9538;Term1;ResultStandard2;;LABOR PARTO PARTO NORMAL;NA;NA;3577;3772
9557;Term1;Duplicado;;EMBARAZO A TERMINO LABOR DE PARTO PARTO NORMAL;NA;NA;3577;3773
9559;Term1;Duplicado;;EMBARAZO A TERMINO LABOR DE PARTO PARTO NORMAL;NA;NA;3577;3774
11173;Term1;Diccionario;;EMBARAZO A TERMINO MASCUP;NA;NA;3577;3775
11173;Term1;AplicaStandard0;;EMBARAZO A TERMINO MASCUP;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3577;3775
11173;Term1;ResultStandard0;;EMBARAZO A TERMINO MASCUP;NA;NA;3577;3775
11173;Term1;AplicaStandard1;;EMBARAZO TERMINO MASCUP;\b\sA\s\b; ;3577;3775
11173;Term1;ResultStandard1;;EMBARAZO TERMINO MASCUP;NA;NA;3577;3775
11173;Term1;AplicaStandard2;;MASCUP;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3577;3775
11173;Term1;ResultStandard2;;MASCUP;NA;NA;3577;3775
11117;Term1;Diccionario;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS;NA;NA;3577;3776
11117;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3577;3776
11117;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS;\bA?OLIGO(HI[DF]R)?AMNIOS\b;OLIGOHIDRAMNIOS;3577;3776
11117;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS;\bOLIGOH?IDRAMN?IO?S\b;OLIGOHIDRAMNIOS;3577;3776
11117;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS;\bOLIGO(HIDR)?A(MN|M|N)IOS?\b;OLIGOHIDRAMNIOS;3577;3776
11117;Term1;ResultStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS;NA;NA;3577;3776
11117;Term1;AplicaStandard1;;EMBARAZO TERMINO OLIGOHIDRAMNIOS;\b\sA\s\b; ;3577;3776
11117;Term1;ResultStandard1;;EMBARAZO TERMINO OLIGOHIDRAMNIOS;NA;NA;3577;3776
11117;Term1;AplicaStandard2;;OLIGOHIDRAMNIOS;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3577;3776
11117;Term1;ResultStandard2;O410;OLIGOHIDRAMNIOS;NA;NA;3578;3776
11155;Term1;Duplicado;O410;EMBARAZO A TERMINO OLIGOHIDRAMNIOS;NA;NA;3579;3777
11132;Term1;Diccionario;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS LEVE;NA;NA;3579;3778
11132;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS LEVE;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3579;3778
11132;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS LEVE;\bA?OLIGO(HI[DF]R)?AMNIOS\b;OLIGOHIDRAMNIOS;3579;3778
11132;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS LEVE;\bOLIGOH?IDRAMN?IO?S\b;OLIGOHIDRAMNIOS;3579;3778
11132;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS LEVE;\bOLIGO(HIDR)?A(MN|M|N)IOS?\b;OLIGOHIDRAMNIOS;3579;3778
11132;Term1;ResultStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS LEVE;NA;NA;3579;3778
11132;Term1;AplicaStandard1;;EMBARAZO TERMINO OLIGOHIDRAMNIOS LEVE;\b\sA\s\b; ;3579;3778
11132;Term1;ResultStandard1;;EMBARAZO TERMINO OLIGOHIDRAMNIOS LEVE;NA;NA;3579;3778
11132;Term1;AplicaStandard2;;OLIGOHIDRAMNIOS LEVE;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3579;3778
11132;Term1;ResultStandard2;;OLIGOHIDRAMNIOS LEVE;NA;NA;3579;3778
11134;Term1;Diccionario;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO;NA;NA;3579;3779
11134;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3579;3779
11134;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO;\bA?OLIGO(HI[DF]R)?AMNIOS\b;OLIGOHIDRAMNIOS;3579;3779
11134;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO;\bOLIGOH?IDRAMN?IO?S\b;OLIGOHIDRAMNIOS;3579;3779
11134;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO;\bOLIGO(HIDR)?A(MN|M|N)IOS?\b;OLIGOHIDRAMNIOS;3579;3779
11134;Term1;ResultStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO;NA;NA;3579;3779
11134;Term1;AplicaStandard1;;EMBARAZO TERMINO OLIGOHIDRAMNIOS SEVERO;\b\sA\s\b; ;3579;3779
11134;Term1;ResultStandard1;;EMBARAZO TERMINO OLIGOHIDRAMNIOS SEVERO;NA;NA;3579;3779
11134;Term1;AplicaStandard2;;EMBARAZO TERMINO OLIGOHIDRAMNIOS;\b([SC]EVER)[AO]S?\b;;3579;3779
11134;Term1;AplicaStandard2;;OLIGOHIDRAMNIOS;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3579;3779
11134;Term1;ResultStandard2;O410;OLIGOHIDRAMNIOS;NA;NA;3580;3779
11144;Term1;Diccionario;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO PARIDAD SATISFECHA;NA;NA;3580;3780
11144;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO PARIDAD SATISFECHA;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3580;3780
11144;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO PARIDAD SATISFECHA;\bA?OLIGO(HI[DF]R)?AMNIOS\b;OLIGOHIDRAMNIOS;3580;3780
11144;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO PARIDAD SATISFECHA;\bOLIGOH?IDRAMN?IO?S\b;OLIGOHIDRAMNIOS;3580;3780
11144;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO PARIDAD SATISFECHA;\bOLIGO(HIDR)?A(MN|M|N)IOS?\b;OLIGOHIDRAMNIOS;3580;3780
11144;Term1;ResultStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO PARIDAD SATISFECHA;NA;NA;3580;3780
11144;Term1;AplicaStandard1;;EMBARAZO TERMINO OLIGOHIDRAMNIOS SEVERO PARIDAD SATISFECHA;\b\sA\s\b; ;3580;3780
11144;Term1;ResultStandard1;;EMBARAZO TERMINO OLIGOHIDRAMNIOS SEVERO PARIDAD SATISFECHA;NA;NA;3580;3780
11144;Term1;AplicaStandard2;;EMBARAZO TERMINO OLIGOHIDRAMNIOS  PARIDAD SATISFECHA;\b([SC]EVER)[AO]S?\b;;3580;3780
11144;Term1;AplicaStandard2;;OLIGOHIDRAMNIOS  PARIDAD SATISFECHA;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3580;3780
11144;Term1;AplicaStandard2;;OLIGOHIDRAMNIOS PARIDAD SATISFECHA;\s\s; ;3580;3780
11144;Term1;ResultStandard2;;OLIGOHIDRAMNIOS PARIDAD SATISFECHA;NA;NA;3580;3780
11148;Term1;Diccionario;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO TRABAJO DE PARTO FASE LATENTE;NA;NA;3580;3781
11148;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO TRABAJO DE PARTO FASE LATENTE;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3580;3781
11148;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO TRABAJO DE PARTO FASE LATENTE;\bA?OLIGO(HI[DF]R)?AMNIOS\b;OLIGOHIDRAMNIOS;3580;3781
11148;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO TRABAJO DE PARTO FASE LATENTE;\bOLIGOH?IDRAMN?IO?S\b;OLIGOHIDRAMNIOS;3580;3781
11148;Term1;AplicaStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO TRABAJO DE PARTO FASE LATENTE;\bOLIGO(HIDR)?A(MN|M|N)IOS?\b;OLIGOHIDRAMNIOS;3580;3781
11148;Term1;ResultStandard0;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO TRABAJO DE PARTO FASE LATENTE;NA;NA;3580;3781
11148;Term1;AplicaStandard1;;EMBARAZO A TERMINO OLIGOHIDRAMNIOS SEVERO TRABAJO PARTO FASE LATENTE;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;3580;3781
11148;Term1;AplicaStandard1;;EMBARAZO TERMINO OLIGOHIDRAMNIOS SEVERO TRABAJO PARTO FASE LATENTE;\b\sA\s\b; ;3580;3781
11148;Term1;ResultStandard1;;EMBARAZO TERMINO OLIGOHIDRAMNIOS SEVERO TRABAJO PARTO FASE LATENTE;NA;NA;3580;3781
11148;Term1;AplicaStandard2;;EMBARAZO TERMINO OLIGOHIDRAMNIOS  TRABAJO PARTO FASE LATENTE;\b([SC]EVER)[AO]S?\b;;3580;3781
11148;Term1;AplicaStandard2;;OLIGOHIDRAMNIOS  TRABAJO PARTO FASE LATENTE;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3580;3781
11148;Term1;AplicaStandard2;;OLIGOHIDRAMNIOS TRABAJO PARTO FASE LATENTE;\s\s; ;3580;3781
11148;Term1;ResultStandard2;;OLIGOHIDRAMNIOS TRABAJO PARTO FASE LATENTE;NA;NA;3580;3781
11122;Term1;Diccionario;;EMBARAZO A TERMINO TRABAJO DE PARTO;NA;NA;3580;3782
11122;Term1;AplicaStandard0;;EMBARAZO A TERMINO TRABAJO DE PARTO;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3580;3782
11122;Term1;ResultStandard0;;EMBARAZO A TERMINO TRABAJO DE PARTO;NA;NA;3580;3782
11122;Term1;AplicaStandard1;;EMBARAZO A TERMINO TRABAJO PARTO;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;3580;3782
11122;Term1;AplicaStandard1;;EMBARAZO TERMINO TRABAJO PARTO;\b\sA\s\b; ;3580;3782
11122;Term1;ResultStandard1;;EMBARAZO TERMINO TRABAJO PARTO;NA;NA;3580;3782
11122;Term1;AplicaStandard2;;TRABAJO PARTO;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;3580;3782
11122;Term1;ResultStandard2;;TRABAJO PARTO;NA;NA;3580;3782
11151;Term1;Duplicado;;EMBARAZO A TERMINO TRABAJO DE PARTO;NA;NA;3580;3783
9541;Term1;Diccionario;;EMBARAZO A TERMINO TRABAJO DE PARTO CESAREA ANTERIOR CESAREA SEGMENTARIA;NA;NA;3580;3784
9541;Term1;AplicaStandard0;;EMBARAZO A TERMINO TRABAJO DE PARTO CESAREA ANTERIOR CESAREA SEGMENTARIA;\b(CE[SZ]A?R[EI]A(DA)?)\b;CESAREA;3580;3784
9541;Term1;AplicaStandard0;;EMBARAZO A TERMINO TRABAJO DE PARTO CESAREA ANTERIOR CESAREA SEGMENTARIA;\bE[MN][BV]?[AO]RA[ZS]O\b;EMBARAZO;3580;3784
